Gender,Age,Married,Number of Dependents,City,Number of Referrals,Tenure in Months,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status
Male,53,Yes,2,Rescue,10,50,Yes,Yes,Yes,Cable,28.0,No,Yes,Yes,No,No,Yes,Two Year,3486.65,0.0,0,2224.5,Stayed
Female,45,Yes,2,Clio,1,71,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1389.6,0.0,0,2203.13,Stayed
Male,76,Yes,0,San Diego,2,32,Yes,Yes,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Month-to-Month,2303.35,0.0,0,1514.88,Churned
Female,57,Yes,3,Lotus,10,16,Yes,No,Yes,Fiber Optic,76.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1522.7,0.0,0,436.32,Stayed
Female,45,Yes,3,San Marcos,8,67,Yes,Yes,Yes,Fiber Optic,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6717.9,0.0,0,1191.93,Stayed
Male,43,Yes,1,Lompoc,1,72,Yes,Yes,Yes,Fiber Optic,13.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,8058.55,0.0,0,1147.68,Stayed
Female,41,No,0,Pilot Hill,0,3,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,58.85,0.0,0,73.89,Churned
Male,22,Yes,3,San Francisco,1,23,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,538.5,0.0,0,1104.46,Stayed
Male,62,Yes,2,Mission Hills,1,72,Yes,Yes,Yes,DSL,18.0,Yes,Yes,No,No,No,Yes,Two Year,5102.35,25.24,0,2042.64,Stayed
Male,21,Yes,2,Los Angeles,9,7,No,No,Yes,Cable,47.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,465.7,0.0,0,0.0,Stayed
Male,49,Yes,3,Harbor City,10,8,Yes,No,Yes,DSL,57.0,No,No,Yes,No,No,Yes,Month-to-Month,475.1,0.0,0,12.48,Stayed
Male,33,Yes,4,San Francisco,9,66,No,No,Yes,Cable,23.0,No,Yes,Yes,Yes,Yes,No,Two Year,3364.55,0.0,110,0.0,Stayed
Male,30,No,0,Inglewood,0,5,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,113.85,0.0,0,171.3,Churned
Male,38,No,1,Los Angeles,0,49,Yes,Yes,Yes,Fiber Optic,11.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,5036.3,0.0,0,2172.17,Churned
Male,56,Yes,0,Pescadero,2,63,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1234.8,0.0,0,2416.68,Stayed
Female,70,Yes,1,Aromas,1,12,No,No,Yes,DSL,14.0,No,Yes,No,No,No,Yes,Month-to-Month,355.9,0.0,0,0.0,Stayed
Male,54,Yes,6,Badger,5,27,Yes,No,Yes,DSL,53.0,No,No,No,No,No,Yes,Month-to-Month,1510.3,0.0,0,977.13,Stayed
Female,57,No,0,Parlier,0,35,Yes,No,Yes,DSL,20.0,Yes,No,No,No,No,Yes,Month-to-Month,1982.6,0.0,0,1568.35,Stayed
Female,40,Yes,2,Death Valley,7,54,Yes,Yes,Yes,DSL,12.0,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,4524.05,0.0,0,233.82,Stayed
Male,56,No,0,La Puente,0,1,Yes,Yes,Yes,Fiber Optic,2.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,95.45,0.0,0,5.59,Churned
Male,38,No,0,Riverdale,0,5,Yes,No,Yes,DSL,5.0,Yes,Yes,Yes,No,No,Yes,Month-to-Month,318.1,0.0,0,69.8,Stayed
Male,61,No,0,San Francisco,0,19,Yes,No,Yes,DSL,6.0,No,Yes,No,Yes,Yes,No,One Year,1231.85,0.0,60,794.01,Stayed
Male,35,Yes,2,Berry Creek,1,52,No,No,Yes,DSL,17.0,Yes,Yes,Yes,No,No,Yes,Two Year,2554.0,27.01,0,0.0,Stayed
Female,61,Yes,3,Fulton,8,72,No,No,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,4684.3,0.0,0,0.0,Stayed
Male,50,No,0,Capitola,0,32,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,614.45,9.73,0,477.12,Stayed
Female,47,Yes,0,San Diego,1,8,Yes,No,Yes,Fiber Optic,6.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,842.9,0.0,0,135.04,Churned
Male,35,No,0,Claremont,0,41,Yes,Yes,Yes,DSL,30.0,Yes,No,No,Yes,Yes,No,One Year,2531.8,0.0,140,1539.55,Stayed
Male,32,No,0,Glendale,0,5,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,86.05,0.0,0,105.05,Stayed
Female,54,No,1,Gardena,0,11,No,No,Yes,DSL,17.0,No,Yes,No,No,No,No,One Year,402.6,0.0,100,0.0,Stayed
Male,61,No,0,Fallbrook,0,5,Yes,No,Yes,Fiber Optic,11.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,453.4,0.0,0,155.45,Churned
Female,62,No,0,San Francisco,0,16,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,326.65,0.0,0,664.16,Stayed
Male,80,No,0,San Diego,0,71,Yes,Yes,Yes,Fiber Optic,9.0,No,Yes,Yes,Yes,No,Yes,One Year,7382.85,0.0,0,433.1,Stayed
Female,23,No,0,Santa Ana,0,11,No,No,Yes,DSL,59.0,Yes,Yes,No,No,No,Yes,One Year,422.6,0.0,0,0.0,Stayed
Female,63,Yes,0,Snelling,1,61,Yes,Yes,Yes,Fiber Optic,7.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,6010.05,0.0,0,3009.13,Churned
Female,50,Yes,0,Darwin,2,71,Yes,No,Yes,Cable,6.0,Yes,Yes,Yes,Yes,Yes,Yes,One Year,6046.1,0.0,0,1637.26,Stayed
Male,56,No,0,San Bernardino,0,9,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,178.8,0.0,0,366.66,Stayed
Female,63,No,0,Garberville,0,6,Yes,No,Yes,DSL,8.0,No,No,No,No,No,Yes,Month-to-Month,314.6,0.0,0,234.96,Stayed
Female,58,No,0,Long Beach,0,26,Yes,No,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,No,Month-to-Month,2274.35,0.0,50,990.34,Churned
Female,29,No,0,Upland,0,6,Yes,No,Yes,Cable,30.0,No,No,No,No,No,No,Month-to-Month,322.9,0.0,0,41.88,Stayed
Male,54,No,0,El Dorado Hills,0,11,Yes,No,Yes,Fiber Optic,15.0,Yes,No,No,Yes,Yes,Yes,Month-to-Month,888.75,0.0,0,336.27,Stayed
Male,25,Yes,0,Santa Rosa,1,1,Yes,No,Yes,Fiber Optic,73.0,No,No,Yes,No,Yes,No,Month-to-Month,80.55,0.0,0,43.67,Churned
Female,31,Yes,0,Malibu,10,49,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,973.35,0.0,0,138.18,Stayed
Female,25,Yes,2,Santa Rosa,9,3,Yes,No,Yes,DSL,51.0,No,No,Yes,No,No,Yes,Month-to-Month,168.6,0.0,0,34.41,Stayed
Female,46,No,0,Riverdale,0,53,Yes,No,Yes,Fiber Optic,13.0,Yes,Yes,No,Yes,Yes,Yes,Two Year,5424.25,0.0,0,2309.21,Stayed
Male,28,Yes,0,Oxnard,1,23,Yes,No,Yes,Fiber Optic,27.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,2331.3,0.0,0,872.85,Churned
Male,63,No,0,Palmdale,0,2,Yes,No,Yes,DSL,9.0,No,No,No,No,No,Yes,Month-to-Month,89.5,0.0,0,50.98,Churned
Male,37,No,0,Covina,0,1,Yes,No,Yes,DSL,9.0,No,No,No,No,No,Yes,Month-to-Month,48.55,0.0,0,11.35,Churned
Male,44,No,1,San Lucas,0,3,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,121.25,0.0,0,101.61,Stayed
Female,74,Yes,0,Palmdale,1,68,Yes,Yes,Yes,Cable,24.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,6851.65,0.0,0,1450.44,Churned
Male,44,No,0,Hoopa,0,8,Yes,No,Yes,Fiber Optic,10.0,Yes,No,Yes,Yes,Yes,No,Month-to-Month,740.3,0.0,80,155.92,Churned
Female,21,Yes,0,Long Beach,9,70,Yes,Yes,Yes,Fiber Optic,26.0,Yes,No,Yes,Yes,Yes,No,One Year,6982.5,0.0,80,1166.2,Stayed
Male,62,Yes,3,Samoa,9,39,Yes,Yes,Yes,Fiber Optic,75.0,Yes,No,Yes,Yes,Yes,Yes,One Year,3835.55,0.0,0,674.31,Stayed
Female,43,No,0,Burnt Ranch,0,1,Yes,No,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Month-to-Month,70.1,0.0,0,17.37,Churned
Female,40,No,0,Garden Grove,0,3,Yes,No,Yes,Fiber Optic,7.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,315.3,0.0,0,90.54,Churned
Male,48,Yes,0,Milford,8,60,Yes,Yes,Yes,Fiber Optic,4.0,Yes,No,Yes,Yes,Yes,Yes,One Year,6157.6,0.0,0,1153.2,Stayed
Female,55,Yes,0,Anderson,1,5,Yes,No,Yes,Fiber Optic,10.0,No,No,No,No,No,Yes,Month-to-Month,330.15,0.0,0,85.4,Churned
Male,77,No,0,San Diego,0,3,Yes,Yes,Yes,Fiber Optic,14.0,No,No,No,No,No,Yes,Month-to-Month,233.7,0.0,0,27.66,Churned
Female,41,Yes,0,San Diego,0,55,Yes,Yes,Yes,Cable,13.0,No,Yes,No,No,No,No,One Year,3462.1,44.53,150,1945.9,Stayed
Male,43,No,0,Santa Margarita,0,72,No,No,Yes,DSL,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,4390.25,0.0,0,0.0,Stayed
Male,69,Yes,0,Orange,7,72,Yes,No,Yes,DSL,9.0,Yes,Yes,Yes,No,No,No,Two Year,5360.75,0.0,140,379.44,Stayed
Female,63,No,0,Los Angeles,0,41,Yes,Yes,Yes,Fiber Optic,22.0,Yes,No,Yes,Yes,Yes,No,Month-to-Month,4443.45,0.0,130,427.63,Churned
Male,38,No,0,San Jose,0,60,No,No,Yes,DSL,25.0,Yes,No,No,No,No,Yes,Two Year,2424.5,38.46,0,0.0,Stayed
Female,43,No,0,San Diego,0,6,Yes,No,Yes,Fiber Optic,22.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,577.6,0.0,0,15.6,Churned
Female,29,Yes,0,Ione,6,46,Yes,Yes,Yes,Fiber Optic,48.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,4854.3,0.0,0,92.0,Stayed
Female,46,No,0,San Mateo,0,15,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,320.45,0.0,0,41.1,Stayed
Female,33,Yes,0,San Diego,1,58,Yes,Yes,Yes,Fiber Optic,28.0,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,5885.4,0.0,100,203.58,Churned
Male,60,Yes,3,Los Angeles,10,23,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,426.65,0.0,0,782.92,Stayed
Female,70,Yes,0,San Francisco,1,31,Yes,No,Yes,Fiber Optic,21.0,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,2911.3,0.0,0,1486.45,Churned
Male,54,Yes,0,Santa Cruz,1,11,Yes,No,Yes,Cable,6.0,No,No,No,No,No,Yes,Month-to-Month,521.9,0.0,0,142.45,Stayed
Female,80,No,0,Winchester,0,56,Yes,Yes,Yes,Fiber Optic,16.0,Yes,Yes,Yes,No,No,Yes,Two Year,5706.3,0.0,0,970.48,Stayed
Female,41,No,3,El Cajon,0,25,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,471.7,0.0,0,321.75,Stayed
Female,38,No,0,Sherman Oaks,0,68,No,No,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,No,Two Year,4539.6,0.0,130,0.0,Stayed
Female,48,No,0,Norco,0,40,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,830.25,0.0,0,1041.2,Stayed
Male,46,No,0,Thornton,0,36,Yes,Yes,Yes,Fiber Optic,22.0,No,No,No,Yes,Yes,Yes,Month-to-Month,3067.2,0.0,0,887.76,Churned
Male,22,No,0,Lake Hughes,0,32,Yes,Yes,Yes,Fiber Optic,73.0,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,3432.9,0.0,0,886.08,Churned
Male,28,Yes,3,Paramount,10,71,Yes,Yes,Yes,DSL,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,6263.8,0.0,0,717.81,Stayed
Male,58,Yes,0,San Juan Capistrano,2,17,Yes,Yes,Yes,Fiber Optic,2.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1742.5,0.0,0,171.87,Stayed
Male,55,Yes,0,Copperopolis,6,18,Yes,No,Yes,Fiber Optic,19.0,Yes,Yes,No,No,No,Yes,Month-to-Month,1468.75,0.0,0,572.22,Stayed
Female,52,No,0,Covina,0,37,Yes,Yes,Yes,Fiber Optic,30.0,Yes,No,No,No,No,No,Month-to-Month,3382.3,0.0,0,434.01,Stayed
Male,42,No,0,Colusa,0,2,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,46.35,0.0,0,88.68,Stayed
Female,56,Yes,2,Cypress,6,28,Yes,No,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,One Year,1992.2,0.0,0,362.32,Stayed
Male,34,No,0,Sacramento,0,9,No,No,Yes,Cable,19.0,Yes,No,No,No,No,Yes,One Year,373.0,0.0,0,0.0,Stayed
Female,63,No,0,Lancaster,0,1,Yes,No,Yes,DSL,24.0,No,No,No,No,No,No,Month-to-Month,50.15,0.0,50,38.33,Stayed
Male,59,Yes,0,Orange,1,65,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1414.45,0.0,0,1524.9,Stayed
Female,62,No,0,Gonzales,0,3,Yes,No,Yes,Cable,27.0,No,No,No,No,No,Yes,Month-to-Month,122.7,0.0,0,46.77,Stayed
Female,31,No,0,Los Angeles,0,1,No,No,Yes,DSL,8.0,No,No,Yes,No,No,Yes,Month-to-Month,34.7,0.0,0,0.0,Churned
Male,24,Yes,0,San Ysidro,3,36,Yes,No,Yes,Fiber Optic,41.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,3366.05,16.56,0,1487.88,Stayed
Male,21,No,0,Novato,0,23,Yes,Yes,Yes,Cable,69.0,No,Yes,Yes,No,Yes,Yes,Month-to-Month,1943.2,4.73,0,889.87,Churned
Male,21,Yes,3,Gilroy,9,22,Yes,No,Yes,DSL,82.0,No,Yes,No,No,Yes,Yes,Month-to-Month,1271.8,0.0,0,936.76,Stayed
Female,56,Yes,0,Oak Park,1,72,Yes,Yes,Yes,Fiber Optic,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,7965.95,18.88,0,328.32,Stayed
Female,31,Yes,0,South San Francisco,7,17,Yes,Yes,Yes,Fiber Optic,9.0,Yes,No,Yes,No,No,Yes,Month-to-Month,1460.65,0.0,0,304.47,Churned
Female,20,No,0,Vernalis,0,3,Yes,No,Yes,Fiber Optic,73.0,No,Yes,No,Yes,Yes,Yes,Month-to-Month,272.2,0.0,0,31.8,Churned
Male,31,Yes,0,San Jose,1,58,Yes,No,Yes,Cable,21.0,Yes,No,No,No,No,Yes,One Year,3563.8,0.0,0,998.76,Churned
Male,60,Yes,0,Sunnyvale,1,67,Yes,No,Yes,DSL,18.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,5398.6,0.0,0,3031.75,Stayed
Male,72,No,0,Newport Beach,0,34,Yes,No,Yes,Fiber Optic,12.0,Yes,No,Yes,Yes,No,Yes,One Year,3343.15,0.0,0,1190.0,Stayed
Male,56,No,0,San Francisco,0,10,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,198.7,0.0,0,44.2,Stayed
Female,42,No,0,Stanford,0,69,Yes,Yes,Yes,DSL,28.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,5897.4,0.0,0,1274.43,Stayed
Male,38,No,0,Los Angeles,0,40,No,No,Yes,Cable,19.0,Yes,No,Yes,Yes,Yes,Yes,One Year,2511.55,0.0,0,0.0,Stayed
Male,64,No,0,Turlock,0,20,Yes,No,Yes,DSL,29.0,Yes,No,No,Yes,Yes,Yes,Month-to-Month,1398.6,0.0,0,252.0,Stayed
Female,61,Yes,1,Beverly Hills,9,46,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,967.85,0.0,0,2185.0,Stayed
Female,28,Yes,0,Riverside,1,2,Yes,No,Yes,Fiber Optic,41.0,No,No,No,No,No,Yes,Month-to-Month,139.4,0.0,0,19.58,Churned
Female,76,Yes,2,Los Alamitos,1,1,Yes,No,Yes,Fiber Optic,30.0,No,No,No,No,No,Yes,Month-to-Month,70.45,0.0,0,15.28,Churned
Female,44,Yes,0,Fresno,7,72,Yes,Yes,Yes,Fiber Optic,7.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,7589.8,0.0,0,473.76,Stayed
Male,28,Yes,3,Escondido,0,70,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1790.15,0.0,0,85.4,Stayed
Female,34,No,0,Gardena,0,2,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,44.4,0.0,0,99.82,Stayed
Male,25,No,3,Encinitas,0,23,Yes,No,Yes,DSL,47.0,No,Yes,No,No,Yes,Yes,Month-to-Month,1284.2,0.0,0,36.34,Stayed
Male,58,Yes,0,Sacramento,4,36,Yes,Yes,Yes,Fiber Optic,12.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,3474.2,0.0,0,1460.88,Stayed
Male,70,Yes,0,South Dos Palos,0,59,Yes,Yes,Yes,Fiber Optic,15.0,No,No,Yes,Yes,No,Yes,Month-to-Month,5574.75,8.13,0,636.02,Churned
Male,24,No,0,Orick,0,67,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1430.95,0.0,0,3169.77,Stayed
Male,22,Yes,3,San Jose,4,72,Yes,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,Yes,Yes,No,Two Year,7542.25,0.0,10,599.76,Stayed
Female,22,No,0,El Monte,0,37,Yes,Yes,Yes,Fiber Optic,59.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,3545.35,0.0,0,889.48,Churned
Female,36,Yes,1,Spreckels,4,72,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1709.1,0.0,0,1480.32,Stayed
Male,23,Yes,0,Beverly Hills,10,72,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1421.9,0.0,0,2013.84,Stayed
Male,21,No,2,La Habra,0,3,Yes,Yes,Yes,Fiber Optic,71.0,No,No,No,No,Yes,Yes,Month-to-Month,229.55,8.74,0,43.8,Churned
Female,75,Yes,0,Visalia,0,54,Yes,Yes,Yes,Fiber Optic,8.0,No,No,Yes,Yes,Yes,Yes,One Year,5373.1,0.0,0,1808.46,Churned
Male,59,Yes,0,San Francisco,1,60,Yes,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,No,Yes,Month-to-Month,5742.9,0.0,0,2113.2,Churned
Female,35,Yes,0,Whittier,8,58,Yes,Yes,Yes,Fiber Optic,18.0,Yes,No,Yes,Yes,Yes,Yes,One Year,6526.65,0.0,0,2201.1,Stayed
Female,64,Yes,0,Long Beach,1,31,Yes,No,Yes,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Month-to-Month,2674.15,11.37,0,372.93,Stayed
Female,62,No,0,Stockton,0,3,Yes,Yes,Yes,DSL,29.0,No,No,Yes,No,No,No,Month-to-Month,170.5,0.0,70,60.3,Stayed
Male,20,No,0,Essex,0,55,Yes,No,Yes,DSL,48.0,Yes,Yes,No,No,No,Yes,Two Year,3175.85,0.0,0,675.4,Stayed
Female,58,No,0,Los Gatos,0,1,Yes,No,Yes,DSL,30.0,No,No,No,No,No,Yes,Month-to-Month,44.4,0.0,0,26.53,Churned
Male,44,Yes,0,Grass Valley,1,49,Yes,No,Yes,Fiber Optic,23.0,No,No,Yes,No,No,Yes,Month-to-Month,4297.95,0.0,0,696.29,Stayed
Male,40,No,0,San Diego,0,8,No,No,Yes,DSL,16.0,No,No,No,No,No,Yes,Month-to-Month,215.2,0.0,0,0.0,Churned
Female,72,No,0,Visalia,0,39,Yes,Yes,Yes,Fiber Optic,13.0,Yes,No,Yes,Yes,No,Yes,Two Year,4036.0,0.0,0,391.17,Stayed
Male,43,Yes,0,San Jose,9,66,Yes,Yes,Yes,DSL,15.0,Yes,No,No,No,No,Yes,Two Year,4428.45,0.0,0,2488.86,Stayed
Female,23,Yes,0,Fresno,7,15,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,295.95,0.0,0,519.45,Stayed
Female,34,Yes,0,San Diego,1,51,Yes,Yes,Yes,Fiber Optic,23.0,Yes,No,Yes,Yes,Yes,No,One Year,4947.55,0.0,130,2433.72,Stayed
Male,74,No,0,Snelling,0,9,Yes,No,Yes,DSL,12.0,No,Yes,No,No,No,Yes,Two Year,447.9,0.0,0,63.99,Stayed
Female,54,No,0,Encino,0,1,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,20.9,0.0,0,15.51,Churned
Male,29,No,0,Bellflower,0,25,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,One Year,516.3,0.0,0,89.5,Stayed
Male,56,Yes,0,Sonora,9,22,Yes,No,Yes,Fiber Optic,18.0,Yes,No,Yes,No,No,Yes,Month-to-Month,1850.65,0.0,0,1070.96,Stayed
Male,40,No,0,Highland,0,15,Yes,Yes,Yes,DSL,28.0,No,No,No,No,No,Yes,Month-to-Month,749.25,0.0,0,176.25,Stayed
Female,37,Yes,0,Novato,1,28,Yes,No,Yes,Fiber Optic,13.0,No,No,Yes,Yes,Yes,Yes,One Year,2598.95,0.0,0,512.68,Churned
Male,47,No,0,Temecula,0,3,Yes,No,Yes,Fiber Optic,10.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,237.65,0.0,0,16.17,Stayed
Female,34,Yes,0,Los Angeles,3,47,Yes,Yes,Yes,Fiber Optic,14.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,4707.1,0.0,0,1793.05,Stayed
Female,21,No,0,Long Beach,0,67,Yes,Yes,Yes,DSL,41.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,5714.2,1.31,0,583.57,Stayed
Female,78,No,0,Escondido,0,18,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,Month-to-Month,1294.6,0.0,20,379.62,Stayed
Male,47,Yes,0,Herlong,1,62,Yes,No,Yes,Cable,15.0,Yes,Yes,No,No,No,Yes,Two Year,3753.2,0.0,0,2089.4,Stayed
Female,51,No,0,Petaluma,0,41,Yes,Yes,Yes,DSL,12.0,Yes,No,Yes,Yes,Yes,Yes,One Year,3263.9,0.0,0,252.56,Stayed
Female,64,No,0,Mojave,0,44,Yes,Yes,Yes,DSL,22.0,No,No,No,No,No,Yes,Month-to-Month,2139.1,0.0,0,810.48,Stayed
Female,59,No,0,Callahan,0,53,Yes,No,Yes,Fiber Optic,6.0,Yes,Yes,No,Yes,Yes,Yes,One Year,5042.75,0.0,0,1795.64,Stayed
Male,44,Yes,0,Bodega,4,48,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1036.0,0.0,0,1586.88,Stayed
Female,79,Yes,0,Denair,2,54,Yes,Yes,Yes,Fiber Optic,12.0,Yes,Yes,Yes,Yes,No,Yes,One Year,6431.05,0.0,0,2360.34,Stayed
Female,28,Yes,0,Wrightwood,3,48,No,No,Yes,Cable,58.0,Yes,No,No,Yes,Yes,No,Month-to-Month,2145.0,0.0,140,0.0,Churned
Male,39,No,0,Monterey,0,24,Yes,Yes,Yes,Fiber Optic,6.0,No,No,Yes,Yes,Yes,Yes,Month-to-Month,2404.85,0.0,0,616.32,Stayed
Male,32,No,0,Palo Alto,0,33,Yes,No,Yes,Fiber Optic,27.0,No,Yes,No,No,No,Yes,Two Year,2651.1,0.0,0,1150.05,Stayed
Male,58,Yes,0,Jamestown,1,66,Yes,Yes,Yes,DSL,21.0,No,Yes,Yes,Yes,Yes,Yes,Two Year,5538.35,0.0,0,2828.1,Stayed
Female,61,Yes,2,Campbell,3,3,Yes,No,Yes,Fiber Optic,19.0,No,No,No,No,No,Yes,Month-to-Month,200.2,33.8,0,5.01,Stayed
Female,58,No,0,Alderpoint,0,13,No,No,Yes,Cable,13.0,Yes,Yes,No,No,No,No,Two Year,450.4,0.0,100,0.0,Stayed
Male,19,Yes,0,Garden Grove,1,63,Yes,Yes,Yes,DSL,69.0,Yes,No,Yes,Yes,Yes,Yes,Two Year,5435.0,0.0,0,847.35,Stayed
Female,45,Yes,0,Oak Run,0,23,Yes,No,Yes,Fiber Optic,28.0,Yes,Yes,No,No,No,Yes,Month-to-Month,1900.25,0.0,0,892.63,Churned
Male,26,No,1,Madison,0,52,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1334.5,0.0,0,1202.24,Stayed
Male,23,No,0,Van Nuys,0,3,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Month-to-Month,67.1,0.0,0,49.17,Stayed
Male,23,No,0,Escondido,0,10,Yes,No,Yes,DSL,73.0,No,No,No,Yes,Yes,No,Month-to-Month,503.25,0.0,30,303.0,Stayed
Female,39,Yes,2,Cedarville,10,72,Yes,No,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1460.85,0.0,0,1020.24,Stayed
Male,62,No,0,Lomita,0,29,Yes,No,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,2807.1,0.0,0,1397.8,Stayed
Female,70,Yes,0,Kelseyville,8,62,Yes,Yes,Yes,Fiber Optic,18.0,Yes,No,Yes,Yes,Yes,Yes,One Year,6312.9,0.0,0,1409.88,Stayed
Male,34,Yes,0,Orangevale,1,41,Yes,Yes,Yes,DSL,29.0,Yes,No,Yes,Yes,Yes,Yes,One Year,3001.2,0.0,0,652.31,Churned
Male,47,No,0,Pinecrest,0,43,Yes,Yes,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,Month-to-Month,3365.85,0.0,0,2112.59,Churned
Female,63,No,1,San Clemente,0,26,Yes,No,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,2715.3,0.0,0,64.48,Stayed
Female,58,Yes,0,Beale Afb,9,19,Yes,No,Yes,Fiber Optic,23.0,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,1743.05,0.0,0,202.92,Stayed
Female,42,Yes,3,Sacramento,8,72,Yes,Yes,No,Fiber Optic,21.0,No,No,No,No,No,Yes,Two Year,1784.5,49.76,0,3427.2,Stayed
Female,74,No,0,Greenville,0,45,Yes,Yes,Yes,Fiber Optic,15.0,Yes,No,Yes,Yes,No,Yes,One Year,4735.35,0.0,0,1535.4,Stayed
