Age,Number of Dependents,Number of Referrals,Tenure in Months,Avg Monthly GB Download,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Gender,Married,City,Phone Service,Multiple Lines,Internet Service,Internet Type,Device Protection Plan,Premium Tech Support,Unlimited Data,Contract,Customer Status,# Streaming Services
38.0,0.0,0.0,5.0,5.0,318.1,0.0,0.0,69.8,Male,No,Riverdale,Yes,No,Yes,DSL,Yes,Yes,Yes,Month-to-Month,Stayed,1
61.0,0.0,0.0,19.0,6.0,1231.85,0.0,60.0,794.01,Male,No,San Francisco,Yes,No,Yes,DSL,No,Yes,No,One Year,Stayed,2
35.0,2.0,1.0,52.0,17.0,2554.0,27.01,0.0,0.0,Male,Yes,Berry Creek,No,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,1
61.0,3.0,8.0,72.0,22.0,4684.3,0.0,0.0,0.0,Female,Yes,Fulton,No,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
50.0,0.0,0.0,32.0,17.6,614.45,9.73,0.0,477.12,Male,No,Capitola,Yes,No,No,None,No,No,No,Two Year,Stayed,0
47.0,0.0,1.0,8.0,6.0,842.9,0.0,0.0,135.04,Female,Yes,San Diego,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,3
35.0,0.0,0.0,41.0,30.0,2531.8,0.0,140.0,1539.55,Male,No,Claremont,Yes,Yes,Yes,DSL,Yes,No,No,One Year,Stayed,2
32.0,0.0,0.0,5.0,24.8,86.05,0.0,0.0,105.05,Male,No,Glendale,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
54.0,1.0,0.0,11.0,17.0,402.6,0.0,100.0,0.0,Female,No,Gardena,No,No,Yes,DSL,No,Yes,No,One Year,Stayed,0
61.0,0.0,0.0,5.0,11.0,453.4,0.0,0.0,155.45,Male,No,Fallbrook,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Churned,3
62.0,0.0,0.0,16.0,18.6,326.65,0.0,0.0,664.16,Female,No,San Francisco,Yes,No,No,None,No,No,No,One Year,Stayed,0
80.0,0.0,0.0,71.0,9.0,7382.85,0.0,0.0,433.1,Male,No,San Diego,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,One Year,Stayed,2
50.0,0.0,2.0,71.0,6.0,6046.1,0.0,0.0,1637.26,Female,Yes,Darwin,Yes,No,Yes,Cable,Yes,Yes,Yes,One Year,Stayed,3
56.0,0.0,0.0,9.0,23.0,178.8,0.0,0.0,366.66,Male,No,San Bernardino,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
63.0,0.0,0.0,6.0,8.0,314.6,0.0,0.0,234.96,Female,No,Garberville,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
58.0,0.0,0.0,26.0,22.0,2274.35,0.0,50.0,990.34,Female,No,Long Beach,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,3
29.0,0.0,0.0,6.0,30.0,322.9,0.0,0.0,41.88,Female,No,Upland,Yes,No,Yes,Cable,No,No,No,Month-to-Month,Stayed,0
54.0,0.0,0.0,11.0,15.0,888.75,0.0,0.0,336.27,Male,No,El Dorado Hills,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,2
31.0,0.0,10.0,49.0,19.8,973.35,0.0,0.0,138.18,Female,Yes,Malibu,Yes,No,No,None,No,No,No,Two Year,Stayed,0
25.0,2.0,9.0,3.0,51.0,168.6,0.0,0.0,34.41,Female,Yes,Santa Rosa,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,1
46.0,0.0,0.0,53.0,13.0,5424.25,0.0,0.0,2309.21,Female,No,Riverdale,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,2
28.0,0.0,1.0,23.0,27.0,2331.3,0.0,0.0,872.85,Male,Yes,Oxnard,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Churned,3
63.0,0.0,0.0,2.0,9.0,89.5,0.0,0.0,50.98,Male,No,Palmdale,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
37.0,0.0,0.0,1.0,9.0,48.55,0.0,0.0,11.35,Male,No,Covina,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
44.0,1.0,0.0,3.0,28.2,121.25,0.0,0.0,101.61,Male,No,San Lucas,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
74.0,0.0,1.0,68.0,24.0,6851.65,0.0,0.0,1450.44,Female,Yes,Palmdale,Yes,Yes,Yes,Cable,No,No,Yes,Month-to-Month,Churned,3
44.0,0.0,0.0,8.0,10.0,740.3,0.0,80.0,155.92,Male,No,Hoopa,Yes,No,Yes,Fiber Optic,Yes,No,No,Month-to-Month,Churned,3
21.0,0.0,9.0,70.0,26.0,6982.5,0.0,80.0,1166.2,Female,Yes,Long Beach,Yes,Yes,Yes,Fiber Optic,Yes,No,No,One Year,Stayed,3
43.0,0.0,0.0,1.0,25.0,70.1,0.0,0.0,17.37,Female,No,Burnt Ranch,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
40.0,0.0,0.0,3.0,7.0,315.3,0.0,0.0,90.54,Female,No,Garden Grove,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Month-to-Month,Churned,3
48.0,0.0,8.0,60.0,4.0,6157.6,0.0,0.0,1153.2,Male,Yes,Milford,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
55.0,0.0,1.0,5.0,10.0,330.15,0.0,0.0,85.4,Female,Yes,Anderson,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
77.0,0.0,0.0,3.0,14.0,233.7,0.0,0.0,27.66,Male,No,San Diego,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
41.0,0.0,0.0,55.0,13.0,3462.1,44.53,150.0,1945.9,Female,Yes,San Diego,Yes,Yes,Yes,Cable,No,Yes,No,One Year,Stayed,0
43.0,0.0,0.0,72.0,6.0,4390.25,0.0,0.0,0.0,Male,No,Santa Margarita,No,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
69.0,0.0,7.0,72.0,9.0,5360.75,0.0,140.0,379.44,Male,Yes,Orange,Yes,No,Yes,DSL,Yes,Yes,No,Two Year,Stayed,1
63.0,0.0,0.0,41.0,22.0,4443.45,0.0,130.0,427.63,Female,No,Los Angeles,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Month-to-Month,Churned,3
38.0,0.0,0.0,60.0,25.0,2424.5,38.46,0.0,0.0,Male,No,San Jose,No,No,Yes,DSL,Yes,No,Yes,Two Year,Stayed,0
43.0,0.0,0.0,6.0,22.0,577.6,0.0,0.0,15.6,Female,No,San Diego,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,3
29.0,0.0,6.0,46.0,48.0,4854.3,0.0,0.0,92.0,Female,Yes,Ione,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
46.0,0.0,0.0,15.0,20.6,320.45,0.0,0.0,41.1,Female,No,San Mateo,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
33.0,0.0,1.0,58.0,28.0,5885.4,0.0,100.0,203.58,Female,Yes,San Diego,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Month-to-Month,Churned,3
60.0,3.0,10.0,23.0,19.4,426.65,0.0,0.0,782.92,Male,Yes,Los Angeles,Yes,No,No,None,No,No,No,Two Year,Stayed,0
70.0,0.0,1.0,31.0,21.0,2911.3,0.0,0.0,1486.45,Female,Yes,San Francisco,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Churned,2
54.0,0.0,1.0,11.0,6.0,521.9,0.0,0.0,142.45,Male,Yes,Santa Cruz,Yes,No,Yes,Cable,No,No,Yes,Month-to-Month,Stayed,0
80.0,0.0,0.0,56.0,16.0,5706.3,0.0,0.0,970.48,Female,No,Winchester,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,1
41.0,3.0,0.0,25.0,17.0,471.7,0.0,0.0,321.75,Female,No,El Cajon,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
38.0,0.0,0.0,68.0,28.0,4539.6,0.0,130.0,0.0,Female,No,Sherman Oaks,No,No,Yes,DSL,Yes,Yes,No,Two Year,Stayed,3
48.0,0.0,0.0,40.0,9.4,830.25,0.0,0.0,1041.2,Female,No,Norco,Yes,No,No,None,No,No,No,Two Year,Stayed,0
46.0,0.0,0.0,36.0,22.0,3067.2,0.0,0.0,887.76,Male,No,Thornton,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
58.0,0.0,2.0,17.0,2.0,1742.5,0.0,0.0,171.87,Male,Yes,San Juan Capistrano,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
55.0,0.0,6.0,18.0,19.0,1468.75,0.0,0.0,572.22,Male,Yes,Copperopolis,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Stayed,0
52.0,0.0,0.0,37.0,30.0,3382.3,0.0,0.0,434.01,Female,No,Covina,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Month-to-Month,Stayed,0
42.0,0.0,0.0,2.0,18.4,46.35,0.0,0.0,88.68,Male,No,Colusa,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
56.0,2.0,6.0,28.0,24.0,1992.2,0.0,0.0,362.32,Female,Yes,Cypress,Yes,No,Yes,Fiber Optic,No,No,Yes,One Year,Stayed,0
34.0,0.0,0.0,9.0,19.0,373.0,0.0,0.0,0.0,Male,No,Sacramento,No,No,Yes,Cable,Yes,No,Yes,One Year,Stayed,0
63.0,0.0,0.0,1.0,24.0,50.15,0.0,50.0,38.33,Female,No,Lancaster,Yes,No,Yes,DSL,No,No,No,Month-to-Month,Stayed,0
59.0,0.0,1.0,65.0,23.6,1414.45,0.0,0.0,1524.9,Male,Yes,Orange,Yes,No,No,None,No,No,No,Two Year,Stayed,0
62.0,0.0,0.0,3.0,27.0,122.7,0.0,0.0,46.77,Female,No,Gonzales,Yes,No,Yes,Cable,No,No,Yes,Month-to-Month,Stayed,0
31.0,0.0,0.0,1.0,8.0,34.7,0.0,0.0,0.0,Female,No,Los Angeles,No,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,1
24.0,0.0,3.0,36.0,41.0,3366.05,16.56,0.0,1487.88,Male,Yes,San Ysidro,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,3
56.0,0.0,1.0,72.0,18.0,7965.95,18.88,0.0,328.32,Female,Yes,Oak Park,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
31.0,0.0,7.0,17.0,9.0,1460.65,0.0,0.0,304.47,Female,Yes,South San Francisco,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,1
31.0,0.0,1.0,58.0,21.0,3563.8,0.0,0.0,998.76,Male,Yes,San Jose,Yes,No,Yes,Cable,Yes,No,Yes,One Year,Churned,0
72.0,0.0,0.0,34.0,12.0,3343.15,0.0,0.0,1190.0,Male,No,Newport Beach,Yes,No,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,2
56.0,0.0,0.0,10.0,18.8,198.7,0.0,0.0,44.2,Male,No,San Francisco,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
42.0,0.0,0.0,69.0,28.0,5897.4,0.0,0.0,1274.43,Female,No,Stanford,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
38.0,0.0,0.0,40.0,19.0,2511.55,0.0,0.0,0.0,Male,No,Los Angeles,No,No,Yes,Cable,Yes,No,Yes,One Year,Stayed,3
64.0,0.0,0.0,20.0,29.0,1398.6,0.0,0.0,252.0,Male,No,Turlock,Yes,No,Yes,DSL,Yes,No,Yes,Month-to-Month,Stayed,2
61.0,1.0,9.0,46.0,24.0,967.85,0.0,0.0,2185.0,Female,Yes,Beverly Hills,Yes,No,No,None,No,No,No,Two Year,Stayed,0
28.0,0.0,1.0,2.0,41.0,139.4,0.0,0.0,19.58,Female,Yes,Riverside,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
76.0,2.0,1.0,1.0,30.0,70.45,0.0,0.0,15.28,Female,Yes,Los Alamitos,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
44.0,0.0,7.0,72.0,7.0,7589.8,0.0,0.0,473.76,Female,Yes,Fresno,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Two Year,Stayed,3
28.0,3.0,0.0,70.0,28.0,1790.15,0.0,0.0,85.4,Male,Yes,Escondido,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
34.0,0.0,0.0,2.0,21.6,44.4,0.0,0.0,99.82,Female,No,Gardena,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
25.0,3.0,0.0,23.0,47.0,1284.2,0.0,0.0,36.34,Male,No,Encinitas,Yes,No,Yes,DSL,No,Yes,Yes,Month-to-Month,Stayed,1
58.0,0.0,4.0,36.0,12.0,3474.2,0.0,0.0,1460.88,Male,Yes,Sacramento,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,3
70.0,0.0,0.0,59.0,15.0,5574.75,8.13,0.0,636.02,Male,Yes,South Dos Palos,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
36.0,1.0,4.0,72.0,17.0,1709.1,0.0,0.0,1480.32,Female,Yes,Spreckels,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
23.0,0.0,10.0,72.0,23.4,1421.9,0.0,0.0,2013.84,Male,Yes,Beverly Hills,Yes,No,No,None,No,No,No,Two Year,Stayed,0
75.0,0.0,0.0,54.0,8.0,5373.1,0.0,0.0,1808.46,Female,Yes,Visalia,Yes,Yes,Yes,Fiber Optic,No,No,Yes,One Year,Churned,3
59.0,0.0,1.0,60.0,16.0,5742.9,0.0,0.0,2113.2,Male,Yes,San Francisco,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,1
35.0,0.0,8.0,58.0,18.0,6526.65,0.0,0.0,2201.1,Female,Yes,Whittier,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
64.0,0.0,1.0,31.0,9.0,2674.15,11.37,0.0,372.93,Female,Yes,Long Beach,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,2
62.0,0.0,0.0,3.0,29.0,170.5,0.0,70.0,60.3,Female,No,Stockton,Yes,Yes,Yes,DSL,No,No,No,Month-to-Month,Stayed,1
20.0,0.0,0.0,55.0,48.0,3175.85,0.0,0.0,675.4,Male,No,Essex,Yes,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,0
58.0,0.0,0.0,1.0,30.0,44.4,0.0,0.0,26.53,Female,No,Los Gatos,Yes,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
44.0,0.0,1.0,49.0,23.0,4297.95,0.0,0.0,696.29,Male,Yes,Grass Valley,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,1
40.0,0.0,0.0,8.0,16.0,215.2,0.0,0.0,0.0,Male,No,San Diego,No,No,Yes,DSL,No,No,Yes,Month-to-Month,Churned,0
72.0,0.0,0.0,39.0,13.0,4036.0,0.0,0.0,391.17,Female,No,Visalia,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Two Year,Stayed,2
43.0,0.0,9.0,66.0,15.0,4428.45,0.0,0.0,2488.86,Male,Yes,San Jose,Yes,Yes,Yes,DSL,Yes,No,Yes,Two Year,Stayed,0
23.0,0.0,7.0,15.0,24.6,295.95,0.0,0.0,519.45,Female,Yes,Fresno,Yes,No,No,None,No,No,No,One Year,Stayed,0
34.0,0.0,1.0,51.0,23.0,4947.55,0.0,130.0,2433.72,Female,Yes,San Diego,Yes,Yes,Yes,Fiber Optic,Yes,No,No,One Year,Stayed,3
74.0,0.0,0.0,9.0,12.0,447.9,0.0,0.0,63.99,Male,No,Snelling,Yes,No,Yes,DSL,No,Yes,Yes,Two Year,Stayed,0
54.0,0.0,0.0,1.0,23.2,20.9,0.0,0.0,15.51,Female,No,Encino,Yes,No,No,None,No,No,No,Month-to-Month,Churned,0
29.0,0.0,0.0,25.0,29.4,516.3,0.0,0.0,89.5,Male,No,Bellflower,Yes,No,No,None,No,No,No,One Year,Stayed,0
56.0,0.0,9.0,22.0,18.0,1850.65,0.0,0.0,1070.96,Male,Yes,Sonora,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,1
40.0,0.0,0.0,15.0,28.0,749.25,0.0,0.0,176.25,Male,No,Highland,Yes,Yes,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
37.0,0.0,1.0,28.0,13.0,2598.95,0.0,0.0,512.68,Female,Yes,Novato,Yes,No,Yes,Fiber Optic,No,No,Yes,One Year,Churned,3
47.0,0.0,0.0,3.0,10.0,237.65,0.0,0.0,16.17,Male,No,Temecula,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,3
34.0,0.0,3.0,47.0,14.0,4707.1,0.0,0.0,1793.05,Female,Yes,Los Angeles,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
21.0,0.0,0.0,67.0,41.0,5714.2,1.31,0.0,583.57,Female,No,Long Beach,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
78.0,0.0,0.0,18.0,18.0,1294.6,0.0,20.0,379.62,Female,No,Escondido,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Stayed,0
47.0,0.0,1.0,62.0,15.0,3753.2,0.0,0.0,2089.4,Male,Yes,Herlong,Yes,No,Yes,Cable,Yes,Yes,Yes,Two Year,Stayed,0
51.0,0.0,0.0,41.0,12.0,3263.9,0.0,0.0,252.56,Female,No,Petaluma,Yes,Yes,Yes,DSL,Yes,No,Yes,One Year,Stayed,3
64.0,0.0,0.0,44.0,22.0,2139.1,0.0,0.0,810.48,Female,No,Mojave,Yes,Yes,Yes,DSL,No,No,Yes,Month-to-Month,Stayed,0
59.0,0.0,0.0,53.0,6.0,5042.75,0.0,0.0,1795.64,Female,No,Callahan,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,2
44.0,0.0,4.0,48.0,23.4,1036.0,0.0,0.0,1586.88,Male,Yes,Bodega,Yes,No,No,None,No,No,No,Two Year,Stayed,0
79.0,0.0,2.0,54.0,12.0,6431.05,0.0,0.0,2360.34,Female,Yes,Denair,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,One Year,Stayed,2
39.0,0.0,0.0,24.0,6.0,2404.85,0.0,0.0,616.32,Male,No,Monterey,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,3
32.0,0.0,0.0,33.0,27.0,2651.1,0.0,0.0,1150.05,Male,No,Palo Alto,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Two Year,Stayed,0
58.0,0.0,1.0,66.0,21.0,5538.35,0.0,0.0,2828.1,Male,Yes,Jamestown,Yes,Yes,Yes,DSL,No,Yes,Yes,Two Year,Stayed,3
61.0,2.0,3.0,3.0,19.0,200.2,33.8,0.0,5.01,Female,Yes,Campbell,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
58.0,0.0,0.0,13.0,13.0,450.4,0.0,100.0,0.0,Female,No,Alderpoint,No,No,Yes,Cable,Yes,Yes,No,Two Year,Stayed,0
45.0,0.0,0.0,23.0,28.0,1900.25,0.0,0.0,892.63,Female,Yes,Oak Run,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Churned,0
26.0,1.0,0.0,52.0,17.8,1334.5,0.0,0.0,1202.24,Male,No,Madison,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
23.0,0.0,0.0,3.0,43.2,67.1,0.0,0.0,49.17,Male,No,Van Nuys,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
39.0,2.0,10.0,72.0,34.6,1460.85,0.0,0.0,1020.24,Female,Yes,Cedarville,Yes,No,No,None,No,No,No,Two Year,Stayed,0
62.0,0.0,0.0,29.0,19.0,2807.1,0.0,0.0,1397.8,Male,No,Lomita,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Stayed,3
70.0,0.0,8.0,62.0,18.0,6312.9,0.0,0.0,1409.88,Female,Yes,Kelseyville,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
34.0,0.0,1.0,41.0,29.0,3001.2,0.0,0.0,652.31,Male,Yes,Orangevale,Yes,Yes,Yes,DSL,Yes,No,Yes,One Year,Churned,3
47.0,0.0,0.0,43.0,25.0,3365.85,0.0,0.0,2112.59,Male,No,Pinecrest,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
63.0,1.0,0.0,26.0,19.0,2715.3,0.0,0.0,64.48,Female,No,San Clemente,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
58.0,0.0,9.0,19.0,23.0,1743.05,0.0,0.0,202.92,Female,Yes,Beale Afb,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Stayed,3
74.0,0.0,0.0,45.0,15.0,4735.35,0.0,0.0,1535.4,Female,No,Greenville,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,2
43.0,0.0,0.0,32.0,12.0,2010.95,0.0,0.0,496.64,Male,No,Fort Bragg,Yes,No,Yes,DSL,No,No,Yes,One Year,Stayed,3
23.0,0.0,0.0,41.0,23.4,996.45,0.0,0.0,1689.61,Male,No,Petaluma,Yes,Yes,No,None,No,No,No,Month-to-Month,Stayed,0
52.0,2.0,4.0,65.0,20.8,1715.1,0.0,0.0,2372.5,Male,Yes,Mecca,Yes,Yes,No,None,No,No,No,Two Year,Stayed,0
37.0,1.0,0.0,55.0,27.0,5238.9,0.0,0.0,2698.3,Male,Yes,Torrance,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,1
48.0,2.0,2.0,11.0,21.6,225.75,0.0,0.0,448.36,Male,Yes,Victorville,Yes,No,No,None,No,No,No,Two Year,Stayed,0
58.0,0.0,0.0,49.0,13.0,3721.9,0.0,0.0,367.99,Female,No,Poway,Yes,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,3
49.0,0.0,1.0,61.0,28.0,5943.65,0.0,0.0,924.15,Male,Yes,Mount Hermon,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Month-to-Month,Stayed,1
49.0,2.0,5.0,25.0,18.8,477.6,0.0,0.0,477.25,Male,Yes,Santa Barbara,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
41.0,0.0,0.0,1.0,27.0,69.5,0.0,0.0,8.31,Female,No,Taylorsville,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
61.0,3.0,0.0,23.0,53.0,1119.35,0.0,0.0,594.55,Female,No,Korbel,Yes,No,Yes,Cable,No,Yes,Yes,One Year,Stayed,0
28.0,0.0,0.0,21.0,42.0,1558.7,0.0,0.0,599.34,Male,No,Pine Valley,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,1
39.0,0.0,0.0,1.0,26.0,79.7,0.0,0.0,33.88,Female,No,Santa Rosa,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
78.0,0.0,1.0,5.0,14.0,343.95,0.0,20.0,33.3,Male,Yes,Loma Mar,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Month-to-Month,Churned,0
61.0,0.0,10.0,24.0,30.0,1712.9,0.0,0.0,788.64,Male,Yes,Bangor,Yes,No,Yes,Cable,No,Yes,Yes,One Year,Stayed,3
72.0,0.0,0.0,27.0,11.0,2467.75,0.0,0.0,457.38,Female,No,Guinda,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,1
41.0,0.0,7.0,70.0,19.2,1397.65,0.0,0.0,819.7,Female,Yes,Riverside,Yes,No,No,None,No,No,No,Two Year,Stayed,0
78.0,0.0,0.0,5.0,9.0,349.65,0.0,0.0,211.65,Female,No,Rancho Cordova,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Month-to-Month,Churned,0
54.0,1.0,1.0,46.0,20.6,917.45,0.0,0.0,2112.32,Male,Yes,Sultana,Yes,No,No,None,No,No,No,Two Year,Stayed,0
33.0,1.0,5.0,2.0,10.0,135.75,0.0,0.0,58.06,Female,Yes,Fort Irwin,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Stayed,0
32.0,3.0,9.0,57.0,23.4,1087.7,0.0,0.0,1520.19,Female,Yes,La Mesa,Yes,No,No,None,No,No,No,Two Year,Stayed,0
41.0,0.0,0.0,1.0,9.0,71.1,0.0,0.0,10.19,Female,No,Canyon Dam,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
74.0,0.0,3.0,60.0,26.0,6029.0,0.0,0.0,1660.8,Female,Yes,Palomar Mountain,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,2
57.0,0.0,6.0,37.0,9.0,2278.75,16.97,0.0,166.5,Male,Yes,Rancho Santa Fe,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,0
42.0,0.0,0.0,1.0,8.0,70.45,0.0,10.0,42.87,Male,No,San Jose,Yes,No,Yes,Fiber Optic,No,No,No,Month-to-Month,Churned,0
39.0,2.0,8.0,28.0,13.0,2799.0,0.0,0.0,216.44,Male,Yes,Topanga,Yes,No,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,3
78.0,0.0,0.0,24.0,18.6,459.95,0.0,0.0,441.36,Female,No,Capay,Yes,No,No,None,No,No,No,Two Year,Stayed,0
27.0,0.0,0.0,62.0,47.0,5755.8,14.21,0.0,1480.56,Female,No,Oxnard,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,One Year,Stayed,0
39.0,0.0,0.0,18.0,11.0,390.85,0.0,0.0,161.1,Female,No,Stanton,Yes,No,No,None,No,No,No,One Year,Churned,0
58.0,3.0,9.0,20.0,18.2,442.6,0.0,0.0,849.2,Female,Yes,Stockton,Yes,No,No,None,No,No,No,Month-to-Month,Stayed,0
56.0,0.0,0.0,1.0,8.0,70.75,0.0,0.0,26.0,Female,No,Felton,Yes,No,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
26.0,0.0,0.0,35.0,48.0,3626.1,0.0,0.0,1394.4,Male,No,Lewiston,Yes,No,Yes,Fiber Optic,Yes,No,Yes,One Year,Churned,3
78.0,0.0,0.0,52.0,23.0,2566.3,0.0,0.0,0.0,Female,No,Sun Valley,No,No,Yes,DSL,Yes,Yes,Yes,Two Year,Stayed,1
25.0,0.0,1.0,30.0,41.0,2624.25,0.0,0.0,144.6,Female,Yes,Anza,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,2
36.0,0.0,7.0,72.0,17.0,2962.0,0.0,0.0,0.0,Male,Yes,Bell,No,No,Yes,Cable,Yes,No,Yes,Two Year,Stayed,0
70.0,0.0,0.0,15.0,19.0,1146.65,0.0,0.0,695.7,Male,No,Forest Ranch,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Month-to-Month,Churned,0
36.0,2.0,0.0,70.0,17.0,7882.5,0.0,0.0,1866.9,Male,No,Jamul,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Two Year,Stayed,3
